district.x,school.x,school_id,report_card_type_p_e_m_h_d,street,city,state,zip,gradespan,enrollment,hdphone,url,headname,teacher_count,year,district.y,school.y,type,e_pct_me,e_pct_in_need_of_support,m_pct_me,m_pct_in_need_of_support,sc_pct_me,p17_sci1nm,sc_pct_in_need_of_support,total_actively_enrolled_students,gender_female,gender_male,black_or_african_american,white,schoolid,gender_missing,pupils_in_poverty,all_other_races
"Aiken County
Public School
District",A. L. Corbett Middle School,0201063,M,"10 A. L. Corbett
Circle","Wagener, SC",SC,29164,6-8,192,803-564-1050,https://www.acpsd.net/CORBETT,"Michelle B.
Kennedy",12,2019,Aiken County Public School District,A. L. Corbett Middle School,M,30.1,32.2,18.6,45.4,46.9,NA,25.4,193,94,99,80,101,NA,0,155,12
"Aiken County
Public School
District",Graniteville Elementary,0201066,E,1 Willis Circle,Graniteville,SC,29829,PK-5,291,803-663-9998,https://www.acpsd.net/GVES,Michelle Padgett,22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Aiken County
Public School
District",Aiken Intermediate School,0201067,M,687 Explorer Trail,Aiken,SC,29801,6,478,803-641-2570,acpsd.net/AIS,"Eileen Denise
McCray",29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Aiken County
Public School
District",Lloyd-Kennedy Charter,0201601,E,NA,NA,SC,0,3-8,61,NA,NA,NA,5,2018,Aiken County Public School District,Lloyd-Kennedy Charter,E,7.1,67.9,3.6,78.6,12.5,NA,62.5,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Aiken County
Public School
District",Lloyd-Kennedy Charter,0201601,E,NA,NA,SC,0,3-8,61,NA,NA,NA,5,2018,Aiken County Public School District,Lloyd-Kennedy Charter,M,11.8,41.2,17.6,41.2,11.5,NA,53.8,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Aiken County
Public School
District",Lloyd-Kennedy Charter,0201601,E,NA,NA,SC,0,3-8,61,NA,NA,NA,5,2019,Aiken County Public School District,Lloyd-Kennedy Charter,E,27.8,61.1,33.3,33.3,28.6,NA,57.1,61,18,43,47,9,NA,0,47,5
"Aiken County
Public School
District",Lloyd-Kennedy Charter,0201601,E,NA,NA,SC,0,3-8,61,NA,NA,NA,5,2019,Aiken County Public School District,Lloyd-Kennedy Charter,M,18.4,42.1,26.3,50,35.7,NA,46.4,61,18,43,47,9,NA,0,47,5
"Allendale
County Schools","Allendale Fairfax High
School",0301001,H,"3581 Allendale-Fairfax
Highway",Fairfax,SC,29827,9-12,295,8035842311,https://afhs.acs.k12.sc.us/o/afhs,Darlene D. Hall,23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Allendale
County Schools","Allendale Elementary
School",0301004,E,"3305 Allendale-Fairfax
Highway",Fairfax,SC,29827,3-5,235,803-584-3476,ales.acs.k12.sc.us,Sheila Leath,19,2018,Allendale County Schools,Allendale Elementary,E,12.6,57.9,16.5,60.6,14.6,NA,60.8,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Allendale
County Schools","Allendale Elementary
School",0301004,E,"3305 Allendale-Fairfax
Highway",Fairfax,SC,29827,3-5,235,803-584-3476,ales.acs.k12.sc.us,Sheila Leath,19,2019,Allendale County Schools,Allendale Elementary School,E,17.1,53.8,24.8,49.6,16.7,NA,56.4,253,124,129,235,11,NA,0,236,7
"Allendale
County Schools","Allendale-Fairfax Middle
School",0301008,M,"3581 Allendale-Fairfax
Hwy
",Fairfax,SC,29827,6-8,254,[803-584-3489],https://afms.acs.k12.sc.us/o/afms,"Willie Robinson,
Ed.D.",16,2018,Allendale County Schools,Allendale-Fairfax Middle,M,23.4,46,23.4,39.5,26.7,NA,46.7,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Allendale
County Schools","Allendale-Fairfax Middle
School",0301008,M,"3581 Allendale-Fairfax
Hwy
",Fairfax,SC,29827,6-8,254,[803-584-3489],https://afms.acs.k12.sc.us/o/afms,"Willie Robinson,
Ed.D.",16,2019,Allendale County Schools,Allendale-Fairfax Middle School,M,15.8,52.5,14.5,51.1,13.1,NA,67.6,244,122,122,233,6,NA,0,233,5
"Anderson
School District
One",Palmetto High School,0401001,H,"804 North Hamilton
Street",Williamston,SC,29697,9-12,956,864-847-7311,https://www.anderson1.org/Page/8444,Robert A. Roach,55,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Anderson
School District
One",Powdersville High School,0401002,H,145 Hood Road,Greenville,SC,29611,9-12,939,864-312-5641,https://www.anderson1.org/Domain/1278,"Dr. Chris
Ferguson",46,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Anderson
School District
One",Wren High School,0401003,H,905 Wren School Rd,Piedmont,SC,29673,9-12,1125,864-850-5900,https://www.anderson1.org/Domain/1101,Dr. Seth Young,55,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Anderson
School District
One",Palmetto Elementary,0401004,E,1 Roberts Blvd.,Williamston,SC,29697,PK-5,519,864-847-5442,anderson1.org/Domain/330,Amy Cothran,41,2018,Anderson School District One,Palmetto Elementary,E,39.7,26.6,51.4,22.7,49.4,NA,21.3,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Anderson
School District
One",Palmetto Elementary,0401004,E,1 Roberts Blvd.,Williamston,SC,29697,PK-5,519,864-847-5442,anderson1.org/Domain/330,Amy Cothran,41,2019,Anderson School District One,Palmetto Elementary School,E,52.1,27.9,50.6,21.9,50.5,NA,20.9,578,292,286,39,415,NA,0,402,124
"Anderson
School District
One",Cedar Grove Elementary,0401005,E,107 Melvin Lane,Williamston,SC,29697,PK-5,555,864-847-3500,https://www.anderson1.k12.sc.us/,Kristie Finley,37,2018,Anderson School District One,Cedar Grove Elementary School,E,54.1,12.8,68.4,9.4,61.9,NA,9.3,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Anderson
School District
One",Cedar Grove Elementary,0401005,E,107 Melvin Lane,Williamston,SC,29697,PK-5,555,864-847-3500,https://www.anderson1.k12.sc.us/,Kristie Finley,37,2019,Anderson School District One,Cedar Grove Elementary,E,58.7,16.1,69,12.5,64.2,NA,15,655,315,340,33,521,NA,0,472,101
"Anderson
School District
One",Wren Middle School,0401008,M,"1010 Wren School
Road",Piedmont,SC,29673,6-8,931,864-850-5930,https://www.anderson1.org/Domain/879,Jon Shoffstall,56,2018,Anderson School District One,Wren Middle School,M,54.8,12.6,65.9,10.7,53.1,NA,18.9,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Anderson
School District
One",Wren Middle School,0401008,M,"1010 Wren School
Road",Piedmont,SC,29673,6-8,931,864-850-5930,https://www.anderson1.org/Domain/879,Jon Shoffstall,56,2019,Anderson School District One,Wren Middle School,M,56.7,11,59.5,9.9,66.4,NA,11,881,409,472,59,727,NA,0,365,95
"Anderson
School District
One","West Pelzer Elementary
School",0401009,E,110 W Stewart Street,Pelzer,SC,29669,PK-5,375,864-947-6424,https://sc01000609.schoolwires.net/Domain/557,Amy C. Bagwell,33,2018,Anderson School District One,West Pelzer Elementary School,E,40.8,12.6,59.7,9.7,55.2,NA,9,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Anderson
School District
One","West Pelzer Elementary
School",0401009,E,110 W Stewart Street,Pelzer,SC,29669,PK-5,375,864-947-6424,https://sc01000609.schoolwires.net/Domain/557,Amy C. Bagwell,33,2019,Anderson School District One,West Pelzer Elementary School,E,54.4,17.1,69.4,5.2,73.4,NA,10.9,420,204,216,8,352,NA,0,297,60
"Anderson
School District
One",Spearman Elementary,0401011,E,2001 Easley Hwy.,Piedmont,SC,29673,PK-5,681,864-947-9787,https://www.anderson1.org/Domain/488,Jason Lesley,41,2018,Anderson School District One,Spearman Elementary,E,59.3,11.6,68.2,11.9,70.5,NA,3.8,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Anderson
School District
One",Spearman Elementary,0401011,E,2001 Easley Hwy.,Piedmont,SC,29673,PK-5,681,864-947-9787,https://www.anderson1.org/Domain/488,Jason Lesley,41,2019,Anderson School District One,Spearman Elementary,E,59,17.7,66.6,14.4,81.3,NA,6.3,662,334,328,59,524,NA,0,340,79
"Anderson
School District
One",Palmetto Middle School,0401012,M,140 Middle School Rd.,Williamston,SC,29697,6-8,865,8648474333,anderson1.org/palmetto middle,Jason McCauley,53,2018,Anderson School District One,Palmetto Middle School,M,45.9,17.4,48.6,18.4,56.4,NA,19.5,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Anderson
School District
One",Palmetto Middle School,0401012,M,140 Middle School Rd.,Williamston,SC,29697,6-8,865,8648474333,anderson1.org/palmetto middle,Jason McCauley,53,2019,Anderson School District One,Palmetto Middle School,M,48.4,20.4,52.4,15.8,54.7,NA,22.6,802,393,409,44,626,NA,0,508,132
"Anderson
School District
One",Wren Elementary,0401013,E,226 Roper Road,Piedmont,SC,29673,PK-5,567,864-850-5950,https://www.anderson1.org/wres,Tommy Bolger,34,2018,Anderson School District One,Wren Elementary,E,68.5,9,67.1,10.4,76.9,NA,6.4,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Anderson
School District
One",Wren Elementary,0401013,E,226 Roper Road,Piedmont,SC,29673,PK-5,567,864-850-5950,https://www.anderson1.org/wres,Tommy Bolger,34,2019,Anderson School District One,Wren Elementary,E,72.7,6.5,78.1,5.8,73.7,NA,12.1,536,261,275,21,462,NA,0,231,53
"Anderson
School District
One","Hunt Meadows Elementary
School",0401014,E,420 Hunt Rd.,Easley,SC,29642,PK-5,501,864-850-3987,https://www.anderson1.org/Domain/262,Carrie Pennington,35,2018,Anderson School District One,Hunt Meadows Elementary School,E,49,15.6,56,16,51.8,NA,13.3,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Anderson
School District
One","Hunt Meadows Elementary
School",0401014,E,420 Hunt Rd.,Easley,SC,29642,PK-5,501,864-850-3987,https://www.anderson1.org/Domain/262,Carrie Pennington,35,2019,Anderson School District One,Hunt Meadows Elementary,E,58.8,19.1,62.3,12.5,57.6,NA,16.5,574,265,309,18,509,NA,0,310,47
"Anderson
School District
One",Powdersville Middle School,0401061,M,130 Roe Road,"Greenville,",SC,29611,6-8,717,8642691821,https://www.anderson1.org/Domain/793,Todd Binnicker,46,2018,Anderson School District One,Powdersville Middle,M,58.8,11.2,60.6,13.4,59,NA,17.6,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Anderson
School District
One",Powdersville Middle School,0401061,M,130 Roe Road,"Greenville,",SC,29611,6-8,717,8642691821,https://www.anderson1.org/Domain/793,Todd Binnicker,46,2019,Anderson School District One,Powdersville Middle,M,65.6,8.8,67.3,9.3,57.2,NA,15.4,727,363,364,82,536,NA,0,323,109
"Anderson
School District
One","Powdersville Elementary
School",0401062,E,139 Hood Road,Greenville,SC,29611,3-5,661,864-269-4431,www.anderson1.org/pves,Brad Moore,41,2018,Anderson School District One,Powdersville Elementary School,E,63.7,7.4,75.4,7.2,75.7,NA,3.7,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Anderson
School District
One","Powdersville Elementary
School",0401062,E,139 Hood Road,Greenville,SC,29611,3-5,661,864-269-4431,www.anderson1.org/pves,Brad Moore,41,2019,Anderson School District One,Powdersville Elementary School,E,72.8,6.9,81.6,4.2,78,NA,6.2,639,330,309,53,480,NA,0,284,106
"Anderson
School District
Two","Belton-Honea Path High
School",0402012,H,"11000 Belton Honea
Path Highway",Honea Path,SC,29654,9-12,1065,864-369-7382,http://bhp.anderson2.org/,Mary Boarts,56,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Anderson
School District
Two",Belton Elementary School,0402013,E,202 Watkins Street,202 Watkins Street,SC,29627,3-5,355,864-338-7738,http://bes.anderson2.org/,Tracy S. Hedrick,29,2018,Anderson County School District Two,Belton Elementary School,E,44.2,24.2,48,21.5,53.5,NA,15.9,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Anderson
School District
Two",Belton Elementary School,0402013,E,202 Watkins Street,202 Watkins Street,SC,29627,3-5,355,864-338-7738,http://bes.anderson2.org/,Tracy S. Hedrick,29,2019,Anderson County School District Two,Belton Elementary School,E,48.4,24.2,55.3,17.8,59.3,NA,13.2,467,248,219,83,335,NA,0,332,49
"Anderson
School District
Two",Belton Middle School,0402014,M,102 Cherokee Rd.,Belton,SC,29627,6-8,528,8643694712,bms.anderson2.org,Josh Burton,35,2018,Anderson County School District Two,Belton Middle School,M,32,26.4,30,32.2,37.2,NA,34.2,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Anderson
School District
Two",Belton Middle School,0402014,M,102 Cherokee Rd.,Belton,SC,29627,6-8,528,8643694712,bms.anderson2.org,Josh Burton,35,2019,Anderson County School District Two,Belton Middle School,M,39.1,26.3,39.1,22.4,45.4,NA,25.9,520,281,239,77,397,NA,0,332,46
"Anderson
School District
Two","Honea Path Elementary
School",0402018,E,806 E. Greer St.,Honea Path,SC,29654,PK-5,522,864-369-7612,hpe.anderson2.org,Jeremy Sauceman,36,2018,Anderson County School District Two,Honea Path Elementary,E,41.9,27,50.4,21.8,44.4,NA,18.5,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Anderson
School District
Two","Honea Path Elementary
School",0402018,E,806 E. Greer St.,Honea Path,SC,29654,PK-5,522,864-369-7612,hpe.anderson2.org,Jeremy Sauceman,36,2019,Anderson County School District Two,Honea Path Elementary School,E,41.7,32.8,46.3,26.3,40.5,NA,37.8,574,261,313,73,441,NA,0,412,60
"Anderson
School District
Two",Honea Path Middle School,0402019,M,107 Brock Avenue,"Honea Path, SC",SC,29654,6-8,329,864-369-7641,http://hpms.anderson2.org/,John Michael Hall,24,2018,Anderson County School District Two,Honea Path Middle School,M,32.5,29.5,32.2,31,39.7,NA,28,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Anderson
School District
Two",Honea Path Middle School,0402019,M,107 Brock Avenue,"Honea Path, SC",SC,29654,6-8,329,864-369-7641,http://hpms.anderson2.org/,John Michael Hall,24,2019,Anderson County School District Two,Honea Path Middle School,M,45.8,24,43.1,22.8,63.6,NA,18.7,349,179,170,32,288,NA,0,223,29
"Anderson
School District
Two",Wright Elementary School,0402021,E,"1136 Wright School
Road",Belton,SC,29627,K-5,184,864-296-1776,wes.anderson2.org,Kim Whitt,15,2018,Anderson County School District Two,Wright Elementary School,E,63.2,7.7,80.3,6.8,75,NA,8.3,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Anderson
School District
Two",Wright Elementary School,0402021,E,"1136 Wright School
Road",Belton,SC,29627,K-5,184,864-296-1776,wes.anderson2.org,Kim Whitt,15,2019,Anderson County School District Two,Wright Elementary School,E,66.7,9.3,85.2,0.9,67.6,NA,8.8,222,107,115,14,194,NA,0,114,14
"Anderson
School District
Three",Crescent High School,0403022,H,"9104 Highway 81
South",Iva,SC,29655,9-12,719,864-352-6175,https://www.acsd3.org/o/crescent-high-school,T. Cliff Roberts,44,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Anderson
School District
Three",Iva Elementary School,0403024,E,"803 Antreville Hwy Iva
SC  29655, 335 West
Front S",IVA,SC,29655,PK-5,360,8643486400,https://www.acsd3.org/o/iva-elementary-school,Daniel Crawford,30,2018,Anderson School District Three,Iva Elementary School,E,50.3,21.5,59.7,14.4,78.2,NA,9.1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Anderson
School District
Three",Iva Elementary School,0403024,E,"803 Antreville Hwy Iva
SC  29655, 335 West
Front S",IVA,SC,29655,PK-5,360,8643486400,https://www.acsd3.org/o/iva-elementary-school,Daniel Crawford,30,2019,Anderson School District Three,Iva Elementary School,E,52.8,18.9,65,8.9,79.4,NA,10.3,410,211,199,37,342,NA,0,331,31
"Anderson
School District
Three",Starr-Iva Middle School,0403025,M,1034 Rainey Road,Starr,SC,29684,6-8,630,864-352-6146,https://www.acsd3.org/o/starr-iva-middle-school,Adam Coats,38,2018,Anderson School District Three,Starr-Iva Middle School,M,38.8,27.5,42.7,22.2,58.6,NA,18.4,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Anderson
School District
Three",Starr-Iva Middle School,0403025,M,1034 Rainey Road,Starr,SC,29684,6-8,630,864-352-6146,https://www.acsd3.org/o/starr-iva-middle-school,Adam Coats,38,2019,Anderson School District Three,Starr-Iva Middle School,M,48.3,20.4,52.1,19.2,55.7,NA,24.2,623,324,299,61,501,NA,0,444,61
"Anderson
School District
Three",Starr Elementary,0403026,E,"400 Professor Brown
Lane",Starr,SC,29684,PK-5,472,864-352-6154,https://www.acsd3.org/o/starr-elementary-school,Melissa Davis,34,2018,Anderson School District Three,Starr Elementary,E,48.1,18.2,64,15.9,59,NA,9.8,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Anderson
School District
Three",Starr Elementary,0403026,E,"400 Professor Brown
Lane",Starr,SC,29684,PK-5,472,864-352-6154,https://www.acsd3.org/o/starr-elementary-school,Melissa Davis,34,2019,Anderson School District Three,Starr Elementary,E,54.4,18.6,78.1,8.8,61,NA,14.3,502,252,250,31,417,NA,0,360,54
"Anderson
School District
Three",Flat Rock Elementary,0403027,E,115 Thompson Road,Anderson,SC,29624,PK-5,368,8642969191,https://www.acsd3.org/o/flat-rock-elementary-school,"Christy Horton
Dodd",27,2018,Anderson School District Three,Flat Rock Elementary,E,35.8,26.7,46.6,16.5,56.3,NA,16.7,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Anderson
School District
Three",Flat Rock Elementary,0403027,E,115 Thompson Road,Anderson,SC,29624,PK-5,368,8642969191,https://www.acsd3.org/o/flat-rock-elementary-school,"Christy Horton
Dodd",27,2019,Anderson School District Three,Flat Rock Elementary School,E,51.4,22.7,59.1,18.8,57.5,NA,17.8,390,182,208,30,308,NA,0,324,52
"Anderson
District 4",Pendleton High School,0404027,H,"7324 Highway 187 
",Anderson,SC,29625,9-12,829,864-403-2100,https://phs.anderson4.org,Brian Couch,51,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Anderson
District 4",Riverside Middle School,0404029,M,"458 Riverside Street 
",Pendleton,SC,29670,7-8,450,8644032200,https://rms.anderson4.org/en-US,Jeffrey T. Boozer,32,2018,Anderson District 4,Riverside Middle School,M,53.5,16.1,49.4,19.2,69,NA,13.5,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Anderson
District 4",Riverside Middle School,0404029,M,"458 Riverside Street 
",Pendleton,SC,29670,7-8,450,8644032200,https://rms.anderson4.org/en-US,Jeffrey T. Boozer,32,2019,Anderson District 4,Riverside Middle School,M,64.7,12.3,53.9,14.1,65.9,NA,13,423,207,216,65,319,NA,0,259,39
"Anderson
District 4","La France Elementary
School",0404031,E,"La France Elementary
School
550 Williams
St",Pendleton,SC,29670,PK-6,393,8644032300,https://les.anderson4.org/,Melida Reeves,29,2018,Anderson District 4,La France Elementary,E,50.4,17.7,50.9,19.4,62.9,NA,18.1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Anderson
District 4","La France Elementary
School",0404031,E,"La France Elementary
School
550 Williams
St",Pendleton,SC,29670,PK-6,393,8644032300,https://les.anderson4.org/,Melida Reeves,29,2019,Anderson District 4,La France Elementary School,E,61.1,19.5,65.5,12.4,64.3,NA,13,418,200,218,52,323,NA,0,270,43
"Anderson
District 4","Pendleton Elementary
School",0404034,E,902 East Queen Street,Pendleton,SC,29670,PK-6,350,864-403-2500,www.pes.anderson4.org,Jeffrey Simpson,30,2018,Anderson District 4,Pendleton Elementary,E,41.6,23.8,46.5,21.8,50,NA,21.7,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Anderson
District 4","Pendleton Elementary
School",0404034,E,902 East Queen Street,Pendleton,SC,29670,PK-6,350,864-403-2500,www.pes.anderson4.org,Jeffrey Simpson,30,2019,Anderson District 4,Pendleton Elementary,E,39.8,21.1,49.7,19.9,45.3,NA,23.3,356,174,182,144,172,NA,0,291,40
"Anderson
District 4",Townville Elementary,0404036,E,"105 Townville School
Road
PO 10",Townville,SC,29689,PK-6,280,864-403-2600,https://tes.anderson4.org,"Denise B.
Fredericks",20,2018,Anderson District 4,Townville Elementary School,E,60.4,9.1,70.8,8.4,74.1,NA,7.4,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Anderson
District 4",Townville Elementary,0404036,E,"105 Townville School
Road
PO 10",Townville,SC,29689,PK-6,280,864-403-2600,https://tes.anderson4.org,"Denise B.
Fredericks",20,2019,Anderson District 4,Townville Elementary,E,55.9,13.3,74.1,7.7,74.7,NA,4,291,138,153,12,267,NA,0,197,12
"Anderson
District 4","Mount Lebanon Elementary
School",0404037,E,2850 Lebanon Road,Pendleton,SC,29670,PK-6,453,864-403-2400,mles.anderson4.org,Elliott Southard,32,2018,Anderson District 4,Mount Lebanon Elementary School,E,66.1,7.3,73.7,6.2,77,NA,4.4,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Anderson
District 4","Mount Lebanon Elementary
School",0404037,E,2850 Lebanon Road,Pendleton,SC,29670,PK-6,453,864-403-2400,mles.anderson4.org,Elliott Southard,32,2019,Anderson District 4,Mount Lebanon Elementary School,E,65.3,14.9,70.1,12.5,81.5,NA,7.6,511,248,263,60,403,NA,0,267,48
"Anderson
School District
Five",T. L. Hanna High,0405038,H,2600 Hwy 81 North,Anderson,SC,29621,9-12,1937,864-260-5110,https://www.anderson5.net/Domain/25,Walter A. Mayfield,95,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Anderson
School District
Five",Mccants Middle School,0405040,M,2123 Marchbanks Ave,Anderson,SC,29621,6-8,624,8642605145,anderson5.net/mccants,Kelly P. Elrod,46,2018,Anderson School District Five,Mccants Middle School,M,50.2,22.9,55.6,19.3,50.1,NA,23.4,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Anderson
School District
Five",Mccants Middle School,0405040,M,2123 Marchbanks Ave,Anderson,SC,29621,6-8,624,8642605145,anderson5.net/mccants,Kelly P. Elrod,46,2019,Anderson School District Five,Mccants  Middle School/Anderson School District Five,M,54.1,18,57.7,18.3,53.1,NA,26.2,638,310,328,155,375,NA,0,340,108
"Anderson
School District
Five","Centerville Elementary
School",0405044,E,1529 Whitehall Road,Anderson,SC,29625,K-5,643,864-260-5100,https://www.anderson5.net/Domain/9,Jenifer Seymour,43,2018,Anderson School District Five,Centerville Elementary School,E,35.9,29.9,37,32.5,56.8,NA,12.7,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Anderson
School District
Five","Centerville Elementary
School",0405044,E,1529 Whitehall Road,Anderson,SC,29625,K-5,643,864-260-5100,https://www.anderson5.net/Domain/9,Jenifer Seymour,43,2019,Anderson School District Five,Centerville Elementary School,E,45.6,29.2,45.6,24.6,49.6,NA,22.3,718,328,390,189,400,NA,0,539,129
